Unnamed: 0,sexo,tipo_de_emprendimiento,idea_negocio,barrio,estrato,comuna_ciudadano,fecha_de_beneficio,monto_del_credito,línea_credito
231,masculino,agropecuaria,viveros_,santa elena central,1,90.0,1/08/2016,6890000.0,microempresarial
232,femenino,comercio,taller de mecanica,san pablo,1,1.0,20/03/2018,7800000.0,microempresarial
233,femenino,comercio,variedades,la floresta,3,12.0,15/02/2018,7500000.0,microempresarial
234,femenino,industria,fabrica de ,san javier no.2,1,13.0,20/04/2016,4500000.0,microempresarial
235,masculino,servicio,taller de mecanica,san diego,2,10.0,30/12/2016,5000000.0,microempresarial
236,masculino,comercio,legumbreria,san javier no.1,1,13.0,7/09/2017,7000000.0,microempresarial
237,femenino,comercio,tienda,ocho de marzo,1,9.0,7/02/2018,7800000.0,microempresarial
238,masculino,industria,fabrica de alimentos,san javier no.2,3,13.0,29/02/2016,6890000.0,microempresarial
239,masculino,comercio,variedades,santa cruz,2,2.0,27/04/2018,78000000.0,microempresarial
241,femenino,comercio,tienda,cabecera san antonio ,2,80.0,14/06/2017,2000000.0,microempresarial
242,femenino,industria,fabrica de colchones,guayabal,3,15.0,2018/07/3,7800000.0,microempresarial
243,femenino,comercio,peluqueria,manrique oriental,1,3.0,29/10/2018,5000000.0,microempresarial
246,masculino,comercio,taller de electronica,belen,3,16.0,26/07/2018,3000000.0,microempresarial
247,masculino,comercio,variedades,villa hermosa,2,8.0,11/01/2017,6000000.0,microempresarial
248,femenino,servicio,variedades,campo valdes no. 1,2,4.0,2016/12/6,6800000.0,microempresarial
249,masculino,industria,fabrica de ,robledo,1,7.0,1/02/2018,4000000.0,microempresarial
250,femenino,comercio,peluqueria,villatina,1,8.0,4/07/2017,7000000.0,microempresarial
251,femenino,comercio,miscelanea,moravia,2,4.0,12/06/2018,1500000.0,microempresarial
252,masculino,comercio,papeleria,robledo,1,7.0,2018/01/19,7000000.0,microempresarial
253,femenino,comercio,cafe e internet,buenos aires,2,9.0,13/09/2017,7370000.0,microempresarial
254,femenino,comercio,tienda,belen,2,16.0,27/07/2017,7000000.0,microempresarial
255,femenino,comercio,peluqueria,la floresta,2,12.0,20/06/2017,7000000.0,microempresarial
256,femenino,servicio,mensajeria,francisco antonio zea,3,5.0,11/10/2018,6000000.0,microempresarial
257,femenino,comercio,almacen de ropa en ,sevilla,3,4.0,27/04/2018,7500000.0,microempresarial
258,femenino,comercio,variedades,castilla,3,5.0,26/11/2018,7800000.0,microempresarial
259,femenino,comercio,papeleria,enciso,2,8.0,10/04/2019,6000000.0,microempresarial
260,femenino,comercio,tienda,manrique central ,2,nan,9/02/2016,6000000.0,microempresarial
261,masculino,servicio,distribuidora de ,barrio caicedo,1,9.0,22/11/2016,6000000.0,microempresarial
262,femenino,comercio,recreativo-educativo,castilla,3,5.0,9/04/2018,7000000.0,microempresarial
263,femenino,comercio,cafeteria,belen,2,16.0,7/05/2019,7600000.0,microempresarial
264,femenino,comercio,tienda,villatina,1,8.0,27/05/2019,7500000.0,microempresarial
265,femenino,comercio,almacen de ropa en ,pedregal,3,6.0,23/06/2017,4000000.0,microempresarial
266,femenino,servicio,drogueria,nan,3,9.0,13/09/2016,2500000.0,microempresarial
267,masculino,industria,panaderia,cabecera san antonio ,2,80.0,6/05/2016,4000000.0,microempresarial
268,masculino,industria,fabrica de ,san javier no.1,1,13.0,1/02/2016,6800000.0,microempresarial
269,femenino,comercio,restaurante,santa lucia,3,12.0,21/03/2017,7370000.0,microempresarial
270,femenino,comercio,tienda,villatina,1,8.0,25/06/2019,5000000.0,microempresarial
271,masculino,comercio,ferreteria,popular,2,1.0,23/11/2017,7300000.0,microempresarial
273,masculino,comercio,miscelanea,aranjuez,2,4.0,18/09/2018,5500000.0,microempresarial
274,masculino,comercio,comidas rapidas,robledo,2,7.0,17/05/2018,5000000.0,microempresarial
275,femenino,comercio,productos de belleza,aranjuez,3,4.0,19/07/2018,7800000.0,microempresarial
276,femenino,comercio,comidas rapidas,trinidad,3,15.0,14/12/2017,3000000.0,microempresarial
277,masculino,comercio,legumbreria,manrique oriental,2,3.0,16/07/2018,2000000.0,microempresarial
278,masculino,industria,fabrica de ,manrique_central_no._1,3,4.0,27/04/2018,5000000.0,microempresarial
279,femenino,comercio,taller de mecanica,robledo,3,7.0,23/08/2017,7370000.0,microempresarial
280,femenino,industria,fabrica de colchones,villa del socorro,2,2.0,29/08/2017,7370000.0,microempresarial
281,masculino,comercio,almacen de ropa en ,san javier no.2,1,13.0,2018/07/12,7000000.0,microempresarial
282,femenino,industria,fabrica de ,robledo,1,7.0,2017/09/6,7300000.0,microempresarial
283,femenino,industria,fabrica de calzado,castilla,3,5.0,12/07/2018,5000000.0,microempresarial
284,masculino,comercio,variedades,doce de octubre no.1,2,6.0,28/09/2017,4400000.0,microempresarial
285,masculino,servicio,restaurante,manrique central no. 1,2,4.0,11/08/2017,7000000.0,microempresarial
286,masculino,comercio,miscelanea,san javier no.1,2,13.0,9/03/2018,1000000.0,microempresarial
287,masculino,industria,carpinteria,cabecera san antonio ,2,80.0,13/07/2017,5000000.0,microempresarial
288,femenino,comercio,variedades,castilla,2,5.0,21/09/2017,1000000.0,microempresarial
289,femenino,comercio,almacen de ropa en ,san javier no.2,1,13.0,28/09/2017,1000000.0,microempresarial
290,masculino,comercio,distribuidora de ,santa elena central,2,90.0,17/06/2016,6890000.0,microempresarial
291,femenino,servicio,miscelanea,palenque,3,7.0,23/03/2018,7800000.0,microempresarial
292,masculino,servicio,peluqueria,santa cruz,2,2.0,2017/11/2,7000000.0,microempresarial
293,femenino,comercio,tienda,rosales,3,16.0,8/05/2018,2200000.0,microempresarial
294,femenino,comercio,tienda,barrio caicedo,2,9.0,26/10/2018,2500000.0,microempresarial
295,masculino,comercio,ebanistaria,doce de octubre no.1,2,6.0,23/03/2018,4000000.0,microempresarial
296,femenino,industria,fabrica de ,altavista,3,16.0,20/01/2016,6000000.0,microempresarial
297,femenino,industria,fabrica de ,manrique central no. 1,3,4.0,20/09/2018,6000000.0,microempresarial
298,masculino,agropecuaria,sembrados,la milagrosa,2,9.0,6/09/2016,6890000.0,microempresarial
299,masculino,comercio,tienda,santo domingo savio ,2,1.0,27/03/2017,7000000.0,microempresarial
300,femenino,industria,reciclaje,andalucia,2,2.0,2/10/2017,22000000.0,juridica y cap.semilla
301,masculino,comercio,variedades,barrio caicedo,2,9.0,6/10/2017,6000000.0,microempresarial
302,femenino,industria,fabrica de ,doce de octubre no.1,2,6.0,24/08/2017,7300000.0,microempresarial
303,femenino,comercio,tienda,blanquizal,1,13.0,14/05/2019,2000000.0,microempresarial
304,femenino,comercio,variedades,manrique oriental,2,3.0,23/03/2018,4000000.0,microempresarial
305,femenino,comercio,variedades,san javier no.1,3,13.0,30/01/2018,6000000.0,microempresarial
306,femenino,comercio,tienda de helados,san javier no.1,3,13.0,6/07/2017,7000000.0,microempresarial
307,femenino,comercio,almacen de ropa en ,la francia,2,2.0,22/01/2018,7800000.0,microempresarial
308,masculino,comercio,charcuteria,robledo,2,7.0,25/01/2017,5000000.0,microempresarial
309,femenino,industria,fabrica de ,campo valdes no. 1,2,4.0,25/10/2017,6000000.0,microempresarial
311,femenino,comercio,almacen de ropa en ,enciso,2,8.0,3/10/2018,6000000.0,microempresarial
312,femenino,servicio,productos de belleza,cordoba,3,7.0,31/10/2017,23510000.0,empresarial ed. 
313,masculino,comercio,tienda de helados,buenos aires,3,9.0,10/05/2017,6000000.0,microempresarial
314,femenino,servicio,peluqueria,castilla,3,5.0,24/11/2017,7300000.0,microempresarial
315,femenino,comercio,variedades,castilla,3,5.0,11/08/2017,2000000.0,microempresarial
316,femenino,industria,fabrica de ,la palma,2,16.0,22/06/2018,2500000.0,microempresarial
317,masculino,industria,fabrica de ,buenos aires,3,9.0,12/06/2019,2500000.0,microempresarial
318,femenino,comercio,restaurante,la floresta,2,12.0,4/12/2017,7370000.0,microempresarial
319,masculino,servicio,cerrajeria,barrio caicedo,1,9.0,2/05/2018,3000000.0,microempresarial
320,masculino,industria,fabrica de ,versalles no. 1,1,3.0,17/08/2018,7800000.0,microempresarial
321,femenino,industria,panaderia,santa cruz,1,2.0,31/03/2016,6000000.0,microempresarial
322,masculino,servicio,montallantas,manrique_oriental,2,3.0,8/03/2017,7000000.0,microempresarial
323,masculino,industria,variedades,belen,3,16.0,27/10/2017,7300000.0,microempresarial
324,masculino,servicio,variedades,popular,2,1.0,4/07/2017,3000000.0,microempresarial
325,masculino,comercio,charcuteria,girardot,3,5.0,9/02/2017,7377000.0,microempresarial
326,femenino,industria,fabrica de ,playon de los ,2,2.0,17/08/2016,6890000.0,microempresarial
327,masculino,comercio,tienda,robledo,2,7.0,26/10/2018,4000000.0,microempresarial
328,femenino,comercio,comidas rapidas,prado,2,10.0,23/05/2018,6000000.0,microempresarial
329,femenino,industria,fabrica de ,san pablo,2,1.0,4/04/2018,4000000.0,microempresarial
330,femenino,servicio,peluqueria,san javier no.1,2,13.0,18/08/2017,1000000.0,microempresarial
331,masculino,industria,fabrica de ,20 de julio,1,13.0,14/12/2018,7800000.0,microempresarial
332,femenino,industria,fabrica de ,manrique oriental,2,3.0,6/03/2018,7812000.0,microempresarial
333,masculino,industria,fabrica de alimentos,la avanzada,1,1.0,20/11/2018,7800000.0,microempresarial
334,masculino,agropecuaria,venta de pollos,belen,1,16.0,25/07/2017,14000000.0,microempresarial
335,femenino,comercio,comidas rapidas,robledo,3,7.0,22/02/2018,5000000.0,microempresarial
336,femenino,comercio,almacen de ropa en ,campo valdes no. 1,3,4.0,6/06/2017,700000.0,microempresarial
337,femenino,industria,fabrica de ,santa cruz,2,2.0,2019/05/29,6000000.0,microempresarial
338,femenino,comercio,variedades,manrique central no. 2,2,3.0,24/02/2016,6000000.0,microempresarial
339,masculino,servicio,cafe e internet,san javier no.1,1,13.0,22/01/2019,6000000.0,microempresarial
340,femenino,comercio,almacen de ropa en ,popular,2,1.0,3/04/2018,16720000.0,microempresarial
341,masculino,comercio,viveros ,belen,3,16.0,10/08/2017,7000000.0,microempresarial
342,masculino,industria,panaderia,altavista,1,16.0,28/05/2018,7000000.0,microempresarial
343,femenino,industria,fabrica de calzado,enciso,2,8.0,12/04/2016,6890000.0,microempresarial
344,masculino,servicio,peluqueria,cabecera san antonio ,2,80.0,2018/03/2,7800000.0,microempresarial
345,femenino,industria,fabrica de ,manrique oriental,2,4.0,15/02/2019,8200000.0,microempresarial
347,masculino,servicio,mantenimiento_en_,la pradera,3,13.0,21/05/2018,6000000.0,microempresarial
348,femenino,servicio,cafe e internet,enciso,1,8.0,18/04/2017,7000000.0,microempresarial
349,masculino,comercio,comidas rapidas,la milagrosa,2,9.0,11/10/2017,4000000.0,microempresarial
350,femenino,servicio,almacen de ropa en ,kennedy,2,7.0,2019/01/29,2250000.0,microempresarial
352,femenino,comercio,comidas rapidas,doce de octubre no.1,1,6.0,27/10/2017,7370000.0,microempresarial
353,masculino,comercio,tienda,robledo,3,7.0,10/11/2017,7000000.0,microempresarial
354,masculino,servicio,fabrica de arepas,manrique central no. 1,3,4.0,19/07/2016,4000000.0,microempresarial
355,femenino,servicio,productos de belleza,villa hermosa,3,8.0,11/05/2018,7800000.0,microempresarial
356,femenino,comercio,tienda de helados,manrique oriental,2,3.0,14/11/2018,7812000.0,microempresarial
357,femenino,servicio,cafe e internet,santo domingo savio ,1,1.0,19/10/2017,4000000.0,microempresarial
359,femenino,comercio,comidas rapidas,robledo,1,7.0,20/06/2017,7360000.0,microempresarial
360,femenino,comercio,variedades,manrique central no. 2,1,3.0,4/04/2018,7800000.0,microempresarial
361,femenino,industria,fabrica de ,villa hermosa,2,9.0,31/01/2019,8200000.0,microempresarial
362,femenino,industria,fabrica de ,la libertad,2,8.0,25/08/2016,3000000.0,microempresarial
363,masculino,comercio,almacen de ropa en ,popular,1,1.0,18/09/2017,7000000.0,microempresarial
364,masculino,comercio,panaderia,manrique central no. 1,2,4.0,24/01/2018,3000000.0,microempresarial
365,masculino,comercio,tienda de helados,la milagrosa,3,9.0,13/07/2018,4500000.0,microempresarial
366,femenino,comercio,charcuteria,robledo,2,7.0,5/02/2019,8281000.0,microempresarial
367,femenino,comercio,almacen de ropa en ,santa cruz,2,2.0,2018/06/1,4000000.0,microempresarial
368,masculino,servicio,peluqueria,el astillero,2,80.0,17/04/2018,5000000.0,microempresarial
369,femenino,industria,fabrica de ,manrique central no. 2,3,3.0,31/07/2018,5000000.0,microempresarial
370,femenino,industria,fabrica de ,el salvador,3,9.0,2/02/2016,5000000.0,microempresarial
371,femenino,comercio,tienda naturista,buenos aires,2,9.0,27/11/2017,7377000.0,microempresarial
372,masculino,industria,fabrica de ,popular,2,1.0,20/04/2018,7800000.0,microempresarial
373,femenino,comercio,legumbreria,florencia,2,5.0,27/04/2018,4400000.0,microempresarial
374,femenino,industria,fabrica de ,boston,2,10.0,5/07/2017,7300000.0,microempresarial
375,femenino,comercio,variedades,enciso,2,8.0,17/05/2018,2000000.0,juridica y cap.semilla
376,femenino,comercio,papeleria,san german,2,7.0,14/07/2016,6300000.0,microempresarial
377,masculino,comercio,variedades,francisco antonio zea,3,5.0,17/05/2018,7000000.0,microempresarial
378,femenino,servicio,peluqueria,enciso,1,8.0,12/09/2017,4400000.0,microempresarial
379,femenino,comercio,papeleria,santa cruz,2,2.0,9/11/2017,7000000.0,microempresarial
380,masculino,comercio,distribuidora de ,santo domingo savio ,2,1.0,19/07/2017,7000000.0,microempresarial
382,femenino,comercio,variedades,manrique central no. 1,2,4.0,27/04/2018,4000000.0,microempresarial
383,femenino,comercio,papeleria,aures no. 2,2,7.0,27/07/2018,5000000.0,microempresarial
384,femenino,comercio,charcuteria,pablo vi,2,2.0,27/03/2017,2000000.0,microempresarial
385,femenino,servicio,mantenimiento en ,francisco antonio zea,3,5.0,29/03/2019,5000000.0,microempresarial
386,masculino,comercio,variedades,villa del socorro,2,2.0,12/09/2016,6000000.0,microempresarial
387,femenino,comercio,legumbreria,20 de julio,1,13.0,6/11/2018,5000000.0,microempresarial
388,femenino,comercio,variedades,robledo,2,7.0,21/05/2019,8000000.0,microempresarial
389,masculino,comercio,panaderia,palmitas,2,50.0,2016/07/21,2000000.0,microempresarial
390,masculino,comercio,almacen de ropa en ,belen,3,16.0,12/10/2017,7000000.0,microempresarial
391,femenino,servicio,peluqueria,castilla,3,5.0,3/05/2017,7200000.0,microempresarial
392,femenino,servicio,restaurante,popular,2,1.0,31/05/2016,6890000.0,microempresarial
393,femenino,industria,fabrica-de-calzado,cabecera san cristobal,1,60.0,5/05/2017,3500000.0,microempresarial
394,masculino,comercio,almacen de ropa en ,san pablo,2,1.0,8/03/2017,7000000.0,microempresarial
395,femenino,comercio,variedades,cabecera san antonio ,3,80.0,20/01/2017,7377000.0,microempresarial
396,masculino,industria,carpinteria,manrique oriental,1,3.0,10/04/2018,3000000.0,microempresarial
397,masculino,comercio,taller de electronica,aguas frias,2,70.0,10/05/2017,7300000.0,microempresarial
398,femenino,comercio,comidas rapidas,manrique central no. 2,3,3.0,18/01/2019,5000000.0,microempresarial
399,femenino,comercio,criadero de animales ,santo domingo savio ,2,1.0,14/06/2018,1000000.0,microempresarial
400,masculino,comercio,fabrica de alimentos,manrique central no. 2,2,3.0,12/07/2016,6000000.0,microempresarial
401,femenino,industria,fabrica de ,cabecera san cristobal,2,60.0,3/04/2018,7800000.0,microempresarial
402,femenino,industria,fabrica de ,olaya herrera,2,7.0,1/03/2018,7800000.0,microempresarial
403,femenino,industria,fabrica de alimentos,granizal,1,1.0,29/08/2016,6800000.0,microempresarial
404,masculino,comercio,legumbreria,andalucia,2,2.0,18/12/2018,1000000.0,microempresarial
405,masculino,industria,fabrica de ,san javier no.1,3,13.0,28/04/2017,7377000.0,microempresarial
406,femenino,industria,fabrica de ,20 de julio,2,13.0,24/06/2016,6800000.0,microempresarial
407,femenino,industria,fabrica de ,buenos aires,3,9.0,28/11/2018,7800000.0,microempresarial
408,femenino,industria,fabrica de ,santo domingo savio ,2,1.0,18/09/2017,4000000.0,microempresarial
409,femenino,comercio,variedades,andalucia,2,2.0,15/11/2018,7800000.0,microempresarial
410,femenino,industria,fabrica de ,llanaditas,1,8.0,5/07/2018,7800000.0,microempresarial
411,femenino,comercio,cafeteria,bel¿n,3,16.0,14/01/2016,6800000.0,microempresarial
412,femenino,comercio,fabrica de ,popular,1,1.0,2/05/2017,7370000.0,microempresarial
413,femenino,comercio,variedades,moravia,2,4.0,13/06/2017,5000000.0,microempresarial
414,femenino,comercio,almacen de ropa en ,enciso,3,8.0,9/08/2017,7000000.0,microempresarial
415,femenino,comercio,papeleria,la loma,2,60.0,26/09/2017,7370000.0,microempresarial
416,femenino,comercio,distribuidora de ,campo valdes no. 2,3,3.0,8/11/2018,4000000.0,microempresarial
417,femenino,comercio,comidas rapidas,santa cruz,2,2.0,11/10/2018,5000000.0,microempresarial
418,femenino,servicio,fabrica de ,santa cruz,2,2.0,24/08/2017,4000000.0,microempresarial
419,femenino,industria,ebanistaria,castilla,3,5.0,5/05/2016,4000000.0,microempresarial
420,masculino,comercio,variedades,enciso,1,8.0,14/06/2018,3000000.0,microempresarial
421,femenino,industria,fabrica de ,el salvador,3,9.0,21/01/2019,4000000.0,microempresarial
422,masculino,comercio,tienda,cabecera san cristobal,2,60.0,7/06/2017,7300000.0,microempresarial
423,femenino,comercio,variedades,santa cruz,2,2.0,23/05/2017,7300000.0,microempresarial
424,femenino,comercio,mantenimiento en ,san german,3,7.0,14/02/2018,6000000.0,microempresarial
425,femenino,comercio,comidas rapidas,el salvador,3,9.0,17/08/2018,5000000.0,microempresarial
426,femenino,industria,fabrica de ,picachito,1,6.0,20/12/2018,3000000.0,microempresarial
427,femenino,comercio,variedades,tejelo,3,5.0,26/07/2016,6890000.0,microempresarial
428,femenino,comercio,distribuidora de ,popular,2,nan,29/05/2018,3000000.0,microempresarial
429,femenino,comercio,tienda,santo domingo savio ,1,1.0,23/02/2017,7300000.0,microempresarial
430,masculino,comercio,tienda,castilla,3,5.0,18/01/2019,2000000.0,microempresarial
431,masculino,comercio,panaderia,villa hermosa,2,8.0,2018/03/22,1500000.0,microempresarial
432,femenino,nan,fabrica de ,doce de octubre no.1,2,6.0,31/07/2018,7000000.0,microempresarial
434,femenino,servicio,barberia,las palmas,3,10.0,28/02/2018,7000000.0,microempresarial
435,femenino,comercio,tienda,buenos aires,1,9.0,30/01/2018,5000000.0,microempresarial
436,femenino,servicio,peluqueria,enciso,3,8.0,18/07/2018,7000000.0,microempresarial
437,femenino,servicio,cafe e internet,robledo,3,7.0,23/11/2016,5000000.0,microempresarial
439,masculino,servicio,comidas rapidas,san javier no.1,2,13.0,5/07/2017,4000000.0,microempresarial
440,femenino,industria,fabrica de ,belen,3,16.0,6/06/2018,7000000.0,microempresarial
441,femenino,comercio,restaurante,la loma,1,60.0,14/02/2019,4000000.0,microempresarial
442,masculino,agropecuaria,sembrados,santa elena central,2,90.0,26/06/2019,7500000.0,agropecuaria
443,masculino,comercio,tienda,lopez de mesa,3,7.0,24/07/2018,1500000.0,microempresarial
444,masculino,servicio,variedades,robledo,2,7.0,27/08/2018,7000000.0,microempresarial
